status,company,instagram,website,lead_type,source_lodges,evidence_url,confidence,notes,contact_emails,contact_source_url,contact_notes
new_lead,Bellbird Birding Tours,@bellbirdtours,https://www.bellbirdtours.com/,International birding operator,Montezuma; Colombian Andes routes,https://www.bellbirdtours.com/,high,Birding tour operator with Colombia departure signals.,birds@bellbirdtours.com,https://bellbirdtours.com/bookings/,Public booking/contact email.
new_lead,Sunrise Birding,@sunrisebirding,https://www.sunrisebirding.com/,International birding operator,Reserva Rio Blanco; Colombian Andes routes,https://www.sunrisebirding.com/,high,Established birding operator with Colombia itinerary signals.,gina@sunrisebirding.com,https://www.sunrisebirding.com/,Public website Cloudflare-protected email decoded from page source.
new_lead,Birding by Locals,@birdingbylocals,https://birdingbylocals.com/,Birding marketplace/local guide network,Tinamu; Colombian Andes routes,https://birdingbylocals.com/,medium,Lead source and potential operator network; qualify whether they package inbound tours directly.,info@birdingbylocals.com,https://www.birdingbylocals.com/,Public website email.
new_lead,Birding Tours Colombia,@birdingtourscolombia,https://birdingtourscolombia.com/,Colombia birding operator,Reserva Rio Blanco; Tinamu; Colombian Andes routes,https://birdingtourscolombia.com/,high,Dedicated Colombia birding operator; strong direct-outreach target.,birdingtourscolombia@gmail.com; uribedan3000@yahoo.com,https://birdingtourscolombia.com/contact/,Public website contact emails.
new_lead,Icaro Birding,@icarobirding,https://icarobirding.com/,Colombia birding operator,Tinamu; Dona Dora / Anchicaya; La Minga; Colombian Andes routes,https://icarobirding.com/,high,Dedicated birding operator in Colombia; likely high relevance for lodge partnerships.,giovani@icarobirding.com,https://icarobirding.com/contact-us/,Public website contact email.
new_lead,Meadowlark Birding Tours,@meadowlarkbirdingtours,https://www.meadowlarkbirding.com/,International birding operator,Montezuma; Colombian Andes routes,https://www.meadowlarkbirding.com/,high,Birding operator with Colombia tour signals.,avin@meadowlarkbirding.com,https://www.meadowlarkbirding.com/tours.html,Public website email.
new_lead,Multicolor Birding Colombia,@multicolorbirdingcolombia,https://multicolorbirdingcolombia.com/,Colombia birding operator,Tinamu; Rio Blanco; Colombian Andes routes,https://multicolorbirdingcolombia.com/,high,Colombia-specific birding operator candidate.,pablo@multicolorbirdingcolombia.com,https://multicolorbirdingcolombia.com/contact-us/,Public website contact email.
new_lead,WINGS Birding Tours Worldwide,@wingsbirding,https://wingsbirds.com/,International birding operator,Reserva Rio Blanco; Montezuma; El Dorado; Las Tangaras / ProAves reserves; Dona Dora,https://wingsbirds.com/,high,Major international birding operator with Colombia itineraries.,wings@wingsbirds.com,https://wingsbirds.com/contact,Primary public contact email; individual staff emails also appear on the contact page but not included for CRM import.
new_lead,Field Guides,@fieldguides,https://fieldguides.com/,International birding operator,Reserva Rio Blanco; Montezuma; El Dorado; Las Tangaras / ProAves reserves,https://fieldguides.com/,high,Major international birding operator with Colombia itineraries.,fieldguides@fieldguides.com,https://fieldguides.com/contact-us/,Public website contact email.
new_lead,Tropical Birding,@tropicalbirding,https://www.tropicalbirding.com/,International birding/photo operator,Montezuma; Araucana; El Dorado; Las Tangaras / ProAves reserves,https://www.tropicalbirding.com/,high,Distinct from the previously found Tropical Photo Tours; major birding/photo operator.,info@tropicalbirding.com,https://www.tropicalbirding.com/contact,Public website contact email.
new_lead,Birding Ecotours,@birding_ecotours,https://www.birdingecotours.com/,International birding operator,Reserva Rio Blanco; Montezuma; Araucana; Dona Dora; El Dorado; Hato La Aurora,https://www.birdingecotours.com/,high,Major international birding operator with multiple Colombia itineraries.,info@birdingecotours.com,https://www.birdingecotours.com/contact/,Public website Cloudflare-protected email decoded from contact page.
new_lead,Pajareros Birding Tours,@pajarerosbirdingtours,https://pajarerosbirdingtours.com/,Colombia birding operator,Reserva Rio Blanco; Colombian Andes routes,https://pajarerosbirdingtours.com/,medium,Colombia birding operator candidate; verify current business status and contact path.,info@pajarerosbirdingtours.com; reservas@pajarerosbirdingtours.com,https://pajarerosbirdingtours.com/contact-us-pajareros-birding-tours/,Public website contact emails; omitted one apparent typo address found in page source.
new_lead,Wild About Colombia,@wildaboutcolombia,https://wildaboutcolombia.com/,Colombia wildlife/birding operator,Araucana; Hato La Aurora / Juan Solito; La Isla Escondida,https://wildaboutcolombia.com/,high,Colombia wildlife operator; likely relevant for birding and mammal-focused lodge routes.,info@wildaboutcolombia.com,https://www.wildaboutcolombia.com/,Public website email.
new_lead,Naturalist Journeys,@naturalistjourneys,https://www.naturalistjourneys.com/,International nature/birding operator,Reserva Rio Blanco; Araucana; El Dorado; Hato La Aurora,https://www.naturalistjourneys.com/,high,International natural history operator with Colombia trips.,travel@naturalistjourneys.com; clientservices@naturalistjourneys.com,https://www.naturalistjourneys.com/contact,Public website contact emails.
new_lead,Exotic Birding,,https://www.exoticbirding.com/,International birding operator,Reserva Rio Blanco; Colombian Andes routes,https://www.exoticbirding.com/,medium,Birding operator candidate with Colombia signals; verify recent departures.,info@exoticbirding.com,https://www.exoticbirding.com/,Public website email.
new_lead,Kolibri Expeditions,@kolibriexpeditions,https://www.kolibriexpeditions.com/,International birding operator,Rio Nambi; La Planada; Colombian Andes routes,https://www.kolibriexpeditions.com/,medium,Birding operator best known for Andean tours; confirm active Colombia product before outreach.,kolibriexp@gmail.com,https://kolibriexpeditions.com/Birding/ContactUs.aspx?IDM=6,Public contact page email.
new_lead,BirdQuest,@birdquesttours,https://www.birdquest-tours.com/,International birding operator,Reserva Rio Blanco; Montezuma; Dona Dora; El Dorado; Las Tangaras / ProAves reserves,https://www.birdquest-tours.com/,high,Major international birding operator with Colombia itineraries.,birders@birdquest-tours.com,https://www.birdquest-tours.com/contact/,Public contact/listing email; site blocks some automated checks.
new_lead,Truman Adventure,@trumanadventure,https://www.truman.com.co/,Colombia nature/adventure operator,Otun Quimbaya; Tinamu; Reserva Rio Blanco; El Dorado; central Colombia routes,https://www.truman.com.co/tours-naturales/birding/,medium,"Colombian nature operator with explicit birding products including routes through Otun Quimbaya, Tinamu, and Rio Blanco.",info@truman.com.co; trumanadventure@gmail.com,https://www.truman.com.co/tours-naturales/birding/,Website has contact form/WhatsApp; emails verified through public tourism listings and search result snippets.
new_lead,Piculet Birding,@piculetbirding,https://piculetbirding.com/,Colombia birding operator,Dona Dora / Anchicaya; Rio Nambi; La Planada; southwest Colombia routes,https://piculetbirding.com/,high,Dedicated birding operator candidate for southwest Colombia routes.,customerservice@piculetbirding.com,https://piculetbirding.com/,Public website contact email.
new_lead,AVES Colombia,,https://www.aves.bio/,Colombia birding operator,Montezuma; Hacienda El Bosque; ProAves reserves; Colombian bioregion routes,https://www.aves.bio/,high,Premium Colombia birding operator; partner page references several Colombian ecolodges and conservation partners.,info@aves.bio,https://www.aves.bio/contact,Public website contact email.
new_lead,Trogon Photo Tours,,https://trogontours.net/,Bird photography tour operator,Hacienda El Bosque; Colombian Andes photo routes,https://trogontours.net/,high,US-based wildlife photography operator with a Colombia bird photography tour.,nchappell@trogontours.net; tourstrogon@gmail.com,https://trogontours.net/contact,Website has contact form; public emails verified through public app/profile listings and search results.
new_lead,Oriole Birding,@oriolebirding,https://www.oriolebirding.com/,International birding operator,Montezuma; El Dorado; ProAves reserve routes,https://www.oriolebirding.com/,high,Birding operator with Colombia tour signals.,info@oriolebirding.com,https://www.oriolebirding.com/contact/,Public website contact email.
new_lead,Mindo Bird Tours,@mindobirdtours,https://mindobirdtours.com/,Regional birding operator,Colombia/Ecuador birding route searches,https://mindobirdtours.com/,low,Primarily Ecuador-facing signal; include only as a low-priority adjacent operator until Colombia trips are verified.,ecuadorbirdtours1@gmail.com; mindobirds@gmail.com,https://www.ecuadorbirdtours.com/contact.html,Public contact emails; low priority because this is primarily Ecuador-facing unless Colombia tours are confirmed.
new_lead,Xikanel,@xikanel,https://xikanel.com/,Nature travel / birding candidate,Colombia birding tour searches,https://xikanel.com/,low,Unclear whether this is an active Colombia birding operator; needs manual verification.,xikanel@gmail.com,https://xikanel.com/contact/,Public website contact email; qualify Colombia birding fit.
new_lead,Nomad Nature Travel,@nomadnaturetravel,https://nomadnaturetravel.com/,Nature travel operator,Colombia wildlife/birding route searches,https://nomadnaturetravel.com/,low,Potential wildlife operator; lower confidence for Colombia birding lodge pipeline.,nomadnaturetravel@gmail.com; feedback@nomadnaturetravel.com,https://www.nomadnaturetravel.com/contact/,Public website contact emails; lower priority for Colombia birding fit.
new_lead,Amazon Adventures,,https://www.amazonadventures.com/,Colombia travel operator with birding/wildlife product,Hato La Aurora / Juan Solito; Colombia birdwatching routes,https://www.amazonadventures.com/birdwatching-tours-in-colombia.html,high,Offers Colombia birdwatching itineraries and a Hato La Aurora product; useful for Llanos lodge-route outreach.,jar@amazonadventures.com,https://www.amazonadventures.com/contact.html,Public website contact email; additional legacy address found but omitted from import.
new_lead,Birding Peace Colombia,,https://www.turismodeobservacion.com/empresa/birding-peace-colombia/430/,Colombia birding/photo operator,Otun Quimbaya; Tinamu; Reserva Rio Blanco; Tolima / central Andes routes,https://regions.colombia.travel/node/82,medium,ProColombia regional profile describes them as a nature tour operator specialized in bird photography and birdwatching.,birdingpeacecolombia@gmail.com,https://www.turismodeobservacion.com/empresa/birding-peace-colombia/430/,Standalone domain found in search did not resolve during checks; using tourism-observation directory profile with public email.
new_lead,Colombia Photo Expeditions,@colombiaphotoexpeditions,https://colombiaphotoexpeditions.com/,Colombia photography/birding operator,Dona Dora / Anchicaya; southwest Colombia photo routes,https://colombiaphotoexpeditions.com/birding-for-peace-photo-expedition/,high,Colombia photo expedition operator with birding/photo route signals including Anchicaya-style itineraries.,colombiaphotoexpeditions@gmail.com,https://colombiaphotoexpeditions.com/birding-for-peace-photo-expedition/,Public email from tour/search listing; website does not expose simple mailto on homepage.
new_lead,Raices Profundas Turismo Ecologico y Cultural,,https://raicesprofundas.co/,Colombia nature/birding operator,Otun Quimbaya; central Andes birding routes,https://raicesprofundas.co/,medium,Colombian operator with birdwatching/nature product; qualify whether they bring inbound birding groups.,reservas@raicesprofundas.co,https://raicesprofundas.co/,Public website reservation email.
